"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","US","LGRCP"," 79458"," 81212"," 88674"," 95119"," 96727"," 100431"," 107489"," 118283"," 127352"," 144855"," 142990"," 144954"," 156437"," 148566"," 137178"," 133390"," 138717"," 135479"," 131373"," 88618"," 81145"," 77841"," 75237"," 89575"," 72948"," 81930"," 80241"," 89217"," 88927"," 99817"," 91798"," 98578"," 96301"," 101557"," 100020"," 102922"," 122193"," 118560"," 110502"," 137118"," 144654"," 137039"," 140028"," 141939"," 133406"," 133694"," 116143"," 126082"," 144089"," 142614"," 138202"," 126632"," 104679"," 122645"," 120415"," 109757"
"2015F","US","LGTCB"," 911664"," 938205"," 1024658"," 1107858"," 1183626"," 1231830"," 1299307"," 1322003"," 1472759"," 1695607"," 1688518"," 1722869"," 1954636"," 1980681"," 1913557"," 1807281"," 1907346"," 1908005"," 1891847"," 2138160"," 1976043"," 1948964"," 1978309"," 1990303"," 2071409"," 2102791"," 2009745"," 2152366"," 2213065"," 2242919"," 2058943"," 2227641"," 2328255"," 2282302"," 2493736"," 2511501"," 2660487"," 2689522"," 2575165"," 2897003"," 2945159"," 2696551"," 2851835"," 2747595"," 2824057"," 2681520"," 2700459"," 2732833"," 2574163"," 2663695"," 2820984"," 2838955"," 2911810"," 3166737"," 3090053"," 3167508"
"2015F","US","LGTCP"," 227291"," 233908"," 255462"," 276205"," 295095"," 307113"," 323936"," 344451"," 385741"," 445626"," 446816"," 456752"," 519850"," 528761"," 513085"," 486445"," 513970"," 518870"," 515654"," 581017"," 537825"," 534971"," 547286"," 550684"," 575506"," 583601"," 552055"," 588283"," 606069"," 608923"," 567968"," 616335"," 642433"," 632916"," 686090"," 693275"," 736342"," 743804"," 712514"," 801176"," 816485"," 746174"," 789338"," 757050"," 780487"," 740832"," 749126"," 761009"," 715119"," 748729"," 793166"," 804607"," 823886"," 890445"," 874377"," 895668"
"2015F","US","LGTXB"," 911664"," 938205"," 1024658"," 1107858"," 1183626"," 1231830"," 1299307"," 1322003"," 1472759"," 1695607"," 1688518"," 1722869"," 1954636"," 1980681"," 1913557"," 1807281"," 1907346"," 1908005"," 1891847"," 2138160"," 1976043"," 1948964"," 1978309"," 1990303"," 2071409"," 2102791"," 2009745"," 2152366"," 2213065"," 2242919"," 2058943"," 2227641"," 2328255"," 2282302"," 2493736"," 2511501"," 2660487"," 2689522"," 2575165"," 2897003"," 2945159"," 2696551"," 2851835"," 2747595"," 2824057"," 2681520"," 2700459"," 2732833"," 2574163"," 2663695"," 2820984"," 2838955"," 2911810"," 3166737"," 3090053"," 3167508"
"2015F","US","LGTXP"," 227291"," 233908"," 255462"," 276205"," 295095"," 307113"," 323936"," 344451"," 385741"," 445626"," 446816"," 456752"," 519850"," 528761"," 513085"," 486445"," 513970"," 518870"," 515654"," 581017"," 537825"," 534971"," 547286"," 550684"," 575506"," 583601"," 552055"," 588283"," 606069"," 608923"," 567968"," 616335"," 642433"," 632916"," 686090"," 693275"," 736342"," 743804"," 712514"," 801176"," 816485"," 746174"," 789338"," 757050"," 780487"," 740832"," 749126"," 761009"," 715119"," 748729"," 793167"," 804607"," 823886"," 890445"," 874377"," 895668"
"2015F","US","LOACB"," 25867"," 25068"," 24421"," 23797"," 23789"," 23809"," 23109"," 23910"," 24371"," 24857"," 25708"," 25230"," 24831"," 24995"," 23506"," 24346"," 24072"," 24927"," 24281"," 24151"," 26590"," 25456"," 26014"," 29808"," 32594"," 32405"," 33782"," 34451"," 35271"," 37571"," 37700"," 37186"," 36757"," 36670"," 36991"," 37230"," 37328"," 37707"," 38271"," 40616"," 41186"," 41114"," 41350"," 51849"," 54906"," 55681"," 53151"," 58624"," 54801"," 54925"," 54206"," 52624"," 48981"," 50678"," 51459"," 49621"
"2015F","US","LOCCB"," 1343746"," 1390766"," 1491776"," 1644155"," 1754273"," 1883814"," 2060702"," 2211681"," 2420991"," 2644377"," 2908121"," 3108498"," 3373735"," 3602990"," 3634086"," 3834824"," 4017840"," 4194950"," 4393454"," 4430598"," 4582222"," 4762719"," 4911790"," 4978017"," 5167261"," 5387976"," 5473626"," 5620527"," 5924495"," 6388721"," 6577818"," 6654999"," 6569497"," 6840562"," 6965128"," 7342321"," 7562102"," 7897292"," 8301169"," 8580539"," 8952756"," 9005882"," 9107445"," 8951455"," 9221357"," 9422974"," 9497205"," 9729797"," 9699436"," 9341448"," 9459762"," 9345158"," 9113836"," 9156735"," 9205750"," 9028194"
"2015F","US","LOICB"," 2738244"," 2793490"," 2949636"," 3078784"," 3284626"," 3492060"," 3791034"," 3953138"," 4242085"," 4552896"," 4712089"," 4849870"," 5237221"," 5555622"," 5650129"," 5628896"," 6157680"," 6411885"," 6685927"," 6857676"," 6683277"," 6598700"," 6009370"," 6226418"," 6518042"," 6537707"," 6355963"," 6480280"," 6771978"," 7290321"," 7397026"," 7328130"," 7481924"," 7537021"," 7700519"," 7802439"," 7966663"," 7966302"," 8074183"," 8194901"," 8212787"," 7541377"," 7510185"," 7600702"," 7668879"," 7621640"," 7479572"," 7592958"," 7439074"," 6652353"," 7015413"," 7095994"," 6923714"," 6883513"," 6931926"," 6668260"
"2015F","US","LORCB"," 1701405"," 1779055"," 1908587"," 2045919"," 2205420"," 2371617"," 2592745"," 2773762"," 3107909"," 3475209"," 3851300"," 4112804"," 4403933"," 4693749"," 4773851"," 4816371"," 4954872"," 5265889"," 5575932"," 5566244"," 5886057"," 5774051"," 5887593"," 6027525"," 6072573"," 6206405"," 6271725"," 6423105"," 6746295"," 7133853"," 7242573"," 7423685"," 7220625"," 7682523"," 7697091"," 8032041"," 8350028"," 8265280"," 8688862"," 8872620"," 9198453"," 9075029"," 9551347"," 9506879"," 9655912"," 10043515"," 9871607"," 10154756"," 10045537"," 9760097"," 10296288"," 10022402"," 9458904"," 9573942"," 9613544"," 9330006"
"2015F","US","LOTCB"," 5809262"," 5988378"," 6374419"," 6792655"," 7268108"," 7771300"," 8467590"," 8962491"," 9795356"," 10697338"," 11497218"," 12096402"," 13039721"," 13877357"," 14081572"," 14304438"," 15154464"," 15897651"," 16679593"," 16878669"," 17178145"," 17160926"," 16834767"," 17261768"," 17790469"," 18164492"," 18135096"," 18558364"," 19478039"," 20850467"," 21255118"," 21444000"," 21308803"," 22096775"," 22399728"," 23214031"," 23916122"," 24166579"," 25102485"," 25688676"," 26405183"," 25663402"," 26210327"," 26110885"," 26601055"," 27143810"," 26901536"," 27536135"," 27238847"," 25808823"," 26825669"," 26516178"," 25545435"," 25664869"," 25802679"," 25076081"
"2015F","US","LOTXB"," 5809262"," 5988378"," 6374419"," 6792655"," 7268108"," 7771300"," 8467590"," 8962491"," 9795356"," 10697338"," 11497218"," 12096402"," 13039721"," 13877357"," 14081572"," 14304438"," 15154464"," 15897651"," 16679593"," 16878669"," 17178145"," 17160926"," 16834767"," 17261768"," 17790469"," 18164492"," 18135096"," 18558364"," 19478039"," 20850467"," 21255118"," 21444000"," 21308803"," 22096775"," 22399728"," 23214031"," 23916122"," 24166579"," 25102485"," 25688676"," 26405183"," 25663402"," 26210327"," 26110885"," 26601055"," 27143810"," 26901536"," 27536135"," 27238847"," 25808823"," 26825669"," 26516178"," 25545435"," 25664869"," 25802679"," 25076081"
"2015F","US","LUACB"," 151860"," 147797"," 145503"," 145456"," 152752"," 148517"," 154282"," 135458"," 148794"," 143964"," 146652"," 147215"," 157638"," 163388"," 156482"," 154777"," 171939"," 171778"," 184472"," 193030"," 171890"," 164849"," 150328"," 157390"," 167836"," 156417"," 152941"," 172909"," 166743"," 171026"," 175999"," 157451"," 160527"," 163458"," 170847"," 167913"," 162957"," 172146"," 180212"," 182097"," 179366"," 164339"," 162395"," 150134"," 152099"," 151306"," 147415"," 152231"," 141328"," 127064"," 141178"," 133949"," 123240"," 130393"," 136014"," 148122"
"2015F","US","LUACP"," 25039"," 24369"," 23991"," 23983"," 25186"," 24488"," 25438"," 22334"," 24533"," 23737"," 24180"," 24273"," 25991"," 26939"," 25801"," 25520"," 28349"," 28323"," 30416"," 31827"," 28341"," 27180"," 24786"," 25950"," 27673"," 25790"," 25217"," 28509"," 27493"," 28199"," 29019"," 25961"," 26468"," 26951"," 28169"," 27685"," 26868"," 28383"," 29713"," 30024"," 29574"," 27096"," 26776"," 24754"," 25078"," 24947"," 24306"," 25100"," 23302"," 20950"," 23278"," 22086"," 20320"," 21499"," 22426"," 24422"
"2015F","US","LUICB"," 106970"," 104107"," 119022"," 118984"," 124952"," 137265"," 142594"," 132148"," 145159"," 151899"," 154736"," 151917"," 162673"," 195484"," 187222"," 149498"," 166075"," 181873"," 195313"," 204373"," 181991"," 174537"," 159163"," 166639"," 177699"," 165610"," 161929"," 183070"," 176542"," 181077"," 186342"," 166705"," 169961"," 173064"," 180887"," 177780"," 172534"," 182262"," 190802"," 192799"," 189907"," 173997"," 171938"," 158957"," 161037"," 160198"," 156078"," 161178"," 149634"," 134531"," 149475"," 141821"," 130483"," 138056"," 144007"," 156826"
"2015F","US","LUICP"," 17637"," 17165"," 19624"," 19618"," 20602"," 22632"," 23511"," 21789"," 23934"," 25045"," 25513"," 25048"," 26822"," 32232"," 30869"," 24649"," 27383"," 29987"," 32203"," 33697"," 30007"," 28778"," 26243"," 27476"," 29299"," 27306"," 26699"," 30185"," 29108"," 29856"," 30724"," 27486"," 28023"," 28535"," 29825"," 29313"," 28448"," 30052"," 31460"," 31789"," 31312"," 28689"," 28349"," 26209"," 26552"," 26414"," 25734"," 26575"," 24672"," 22182"," 24645"," 23383"," 21514"," 22763"," 23744"," 25858"
"2015F","US","LUTCB"," 258830"," 251904"," 264525"," 264440"," 277704"," 285783"," 296876"," 267606"," 293952"," 295863"," 301388"," 299132"," 320311"," 358872"," 343704"," 304275"," 338015"," 353650"," 379784"," 397403"," 353881"," 339385"," 309491"," 324029"," 345535"," 322027"," 314871"," 355979"," 343285"," 352104"," 362341"," 324156"," 330488"," 336523"," 351734"," 345693"," 335492"," 354408"," 371014"," 374896"," 369274"," 338336"," 334333"," 309091"," 313136"," 311504"," 303493"," 313409"," 290962"," 261596"," 290653"," 275769"," 253723"," 268449"," 280021"," 304948"
"2015F","US","LUTCP"," 42676"," 41534"," 43615"," 43601"," 45788"," 47120"," 48949"," 44123"," 48467"," 48782"," 49693"," 49321"," 52813"," 59171"," 56670"," 50169"," 55732"," 58310"," 62619"," 65524"," 58348"," 55958"," 51029"," 53426"," 56972"," 53096"," 51916"," 58694"," 56601"," 58055"," 59743"," 53447"," 54491"," 55486"," 57994"," 56998"," 55316"," 58435"," 61173"," 61813"," 60886"," 55785"," 55125"," 50963"," 51630"," 51361"," 50040"," 51675"," 47974"," 43132"," 47923"," 45469"," 41834"," 44262"," 46170"," 50280"
"2015F","US","LUTXB"," 258830"," 251904"," 264525"," 264440"," 277704"," 285783"," 296876"," 267606"," 293952"," 295863"," 301388"," 299132"," 320311"," 358872"," 343704"," 304275"," 338015"," 353650"," 379784"," 397403"," 353881"," 339385"," 309491"," 324029"," 345535"," 322027"," 314871"," 355979"," 343285"," 352104"," 362341"," 324156"," 330488"," 336523"," 351734"," 345693"," 335492"," 354408"," 371014"," 374896"," 369274"," 338336"," 334333"," 309091"," 313136"," 311504"," 303493"," 313409"," 290962"," 261596"," 290653"," 275769"," 253723"," 268449"," 280021"," 304948"
"2015F","US","LUTXP"," 42676"," 41534"," 43615"," 43601"," 45788"," 47120"," 48949"," 44123"," 48467"," 48782"," 49693"," 49321"," 52813"," 59171"," 56670"," 50169"," 55732"," 58310"," 62619"," 65524"," 58348"," 55958"," 51029"," 53426"," 56972"," 53096"," 51916"," 58694"," 56601"," 58055"," 59743"," 53447"," 54491"," 55486"," 57994"," 56998"," 55316"," 58435"," 61173"," 61813"," 60886"," 55785"," 55125"," 50963"," 51630"," 51361"," 50040"," 51675"," 47974"," 43132"," 47923"," 45469"," 41834"," 44262"," 46170"," 50280"
"2015F","US","MBICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-252874","-203806","-143969","-67396","-202120","-284119","-128488","-58928"," 57021"," 53696","-25918"," 75685"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","MBICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","-48139","-38798","-27407","-12830","-38477","-54087","-24460","-11218"," 10855"," 10222","-4934"," 14408"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","MGACB"," 7182528"," 7317983"," 7608940"," 7883509"," 8049561"," 8386381"," 8818795"," 9120231"," 9726143"," 10216412"," 10716486"," 11173181"," 11918310"," 12455040"," 12216510"," 12485280"," 13107282"," 13463508"," 13926650"," 13221447"," 12382694"," 12379135"," 12312213"," 12482323"," 12599997"," 12783585"," 13174194"," 13499433"," 13801767"," 13749322"," 13575410"," 13502563"," 13698699"," 14069083"," 14295705"," 14615663"," 14842799"," 15005187"," 15471619"," 15861496"," 15972518"," 16053117"," 16474432"," 16584551"," 16916866"," 16977227"," 17108028"," 17108889"," 16574297"," 16460237"," 16355594"," 15892398"," 15797642"," 16035998"," 16212019"," 16309839"
"2015F","US","MGACP"," 1367319"," 1393106"," 1448494"," 1500763"," 1532374"," 1596494"," 1678811"," 1736195"," 1851541"," 1944872"," 2040070"," 2127010"," 2268858"," 2371034"," 2325625"," 2376790"," 2495199"," 2563013"," 2651180"," 2516933"," 2357261"," 2356584"," 2343844"," 2376228"," 2398629"," 2433578"," 2507937"," 2569852"," 2627407"," 2617423"," 2584316"," 2570448"," 2607786"," 2689045"," 2732882"," 2801009"," 2844538"," 2877313"," 2966753"," 3042681"," 3063390"," 3078849"," 3161472"," 3187498"," 3252618"," 3266107"," 3295709"," 3318892"," 3233378"," 3226865"," 3220873"," 3135832"," 3120214"," 3167917"," 3203956"," 3223288"
"2015F","US","MGCCB"," 66905"," 69372"," 72380"," 72501"," 73801"," 76832"," 78561"," 83074"," 83091"," 83765"," 86375"," 83972"," 87277"," 86824"," 82977"," 88971"," 96926"," 100594"," 106601"," 104442"," 107066"," 91579"," 87572"," 102339"," 107148"," 96110"," 106339"," 110761"," 110326"," 101938"," 111193"," 85068"," 79584"," 29477"," 25224"," 18127"," 26547"," 42747"," 38991"," 28428"," 44571"," 37464"," 45138"," 59866"," 44586"," 45580"," 48439"," 60420"," 44927"," 51947"," 51933"," 44082"," 38608"," 39893"," 53834"," 383377"
"2015F","US","MGCCP"," 12737"," 13206"," 13779"," 13802"," 14049"," 14626"," 14955"," 15815"," 15818"," 15946"," 16443"," 15986"," 16615"," 16528"," 15796"," 16937"," 18452"," 19150"," 20293"," 19882"," 20382"," 17434"," 16671"," 19482"," 20397"," 18296"," 20243"," 21085"," 21003"," 19406"," 21168"," 16194"," 15150"," 5634"," 4822"," 3474"," 5088"," 8197"," 7477"," 5453"," 8548"," 7185"," 8662"," 11506"," 8573"," 8769"," 9331"," 11721"," 8765"," 10184"," 10227"," 8698"," 7626"," 7881"," 10639"," 75766"
"2015F","US","MGICB"," 381369"," 364213"," 369469"," 353953"," 341049"," 342412"," 321303"," 303480"," 304767"," 295098"," 288056"," 274584"," 253749"," 255263"," 235100"," 223260"," 211082"," 196341"," 177737"," 161572"," 158135"," 159847"," 138202"," 112280"," 159875"," 217930"," 206208"," 205664"," 192973"," 198776"," 185209"," 193321"," 194240"," 178783"," 192476"," 200227"," 199993"," 211929"," 199562"," 151739"," 150347"," 295248"," 309141"," 323799"," 371291"," 354789"," 374443"," 302373"," 245608"," 238122"," 260089"," 254534"," 252379"," 262671"," 210048"," 258320"
"2015F","US","MGICP"," 72600"," 69334"," 70335"," 67381"," 64925"," 65184"," 61166"," 57773"," 58018"," 56177"," 54836"," 52272"," 48305"," 48594"," 44755"," 42501"," 40183"," 37377"," 33835"," 30758"," 30104"," 30430"," 26309"," 21374"," 30435"," 41487"," 39255"," 39152"," 36736"," 37841"," 35258"," 36802"," 36977"," 34171"," 36795"," 38372"," 38328"," 40638"," 38267"," 29108"," 28835"," 56626"," 59325"," 62233"," 71388"," 68255"," 72133"," 58656"," 47914"," 46682"," 51219"," 50224"," 49848"," 51891"," 41512"," 51051"
"2015F","US","MGTCB"," 7630802"," 7751568"," 8050790"," 8309962"," 8464411"," 8805625"," 9218658"," 9506785"," 10114000"," 10595275"," 11090916"," 11531738"," 12259336"," 12797127"," 12534588"," 12797511"," 13415290"," 13760444"," 14210988"," 13487461"," 12647895"," 12630560"," 12537986"," 12696942"," 12867019"," 13097625"," 13486741"," 13815858"," 14105067"," 14050036"," 13871812"," 13780951"," 13972523"," 14277343"," 14513404"," 14834017"," 15069339"," 15259862"," 15710172"," 16041663"," 16167436"," 16385829"," 16828711"," 16968216"," 17332743"," 17377595"," 17530910"," 17471682"," 16864832"," 16750307"," 16667616"," 16191013"," 16088629"," 16338562"," 16475901"," 16951536"
"2015F","US","MGTCP"," 1452656"," 1475646"," 1532608"," 1581946"," 1611348"," 1676304"," 1754932"," 1809782"," 1925376"," 2016995"," 2111349"," 2195267"," 2333778"," 2436156"," 2386177"," 2436229"," 2553834"," 2619540"," 2705309"," 2567573"," 2407747"," 2404447"," 2386824"," 2417084"," 2449461"," 2493361"," 2567436"," 2630089"," 2685145"," 2674669"," 2640741"," 2623444"," 2659913"," 2728850"," 2774499"," 2842855"," 2887953"," 2926148"," 3012497"," 3077242"," 3100774"," 3142660"," 3229459"," 3261237"," 3332579"," 3343131"," 3377174"," 3389269"," 3290057"," 3283730"," 3282319"," 3194754"," 3177687"," 3227689"," 3256107"," 3350106"
"2015F","US","MGTXB"," 7630802"," 7751568"," 8050790"," 8309962"," 8464411"," 8805625"," 9218658"," 9506785"," 10114000"," 10595275"," 11090916"," 11531738"," 12259336"," 12797127"," 12534588"," 12797511"," 13415290"," 13760444"," 14210988"," 13487461"," 12647895"," 12630560"," 12537986"," 12696942"," 12867019"," 13097625"," 13486741"," 13815858"," 14105067"," 14050036"," 13871812"," 13780951"," 13972523"," 14277343"," 14513404"," 14834017"," 15069339"," 15259862"," 15710172"," 16041663"," 16167436"," 16385829"," 16828711"," 16968216"," 17332743"," 17377595"," 17530910"," 17471682"," 16864832"," 16750307"," 16667616"," 16191013"," 16088629"," 16338562"," 16475901"," 16951536"
"2015F","US","MGTXP"," 1452656"," 1475646"," 1532608"," 1581946"," 1611348"," 1676304"," 1754932"," 1809782"," 1925376"," 2016995"," 2111349"," 2195267"," 2333778"," 2436156"," 2386177"," 2436229"," 2553834"," 2619540"," 2705309"," 2567573"," 2407747"," 2404447"," 2386824"," 2417084"," 2449461"," 2493361"," 2567436"," 2630089"," 2685145"," 2674669"," 2640741"," 2623444"," 2659913"," 2728850"," 2774499"," 2842855"," 2887953"," 2926148"," 3012497"," 3077242"," 3100774"," 3142660"," 3229459"," 3261237"," 3332579"," 3343131"," 3377174"," 3389269"," 3290057"," 3283730"," 3282319"," 3194754"," 3177687"," 3227689"," 3256107"," 3350106"
"2015F","US","MMTCB"," 7630802"," 7751568"," 8050790"," 8309962"," 8464411"," 8805625"," 9218658"," 9506785"," 10114000"," 10595275"," 11090916"," 11531738"," 12259336"," 12797127"," 12534588"," 12797511"," 13415290"," 13760444"," 14210988"," 13487461"," 12647895"," 12630560"," 12537986"," 12696942"," 12867019"," 13097625"," 13486741"," 13815858"," 14105067"," 14050036"," 13871812"," 13780951"," 13972523"," 14182297"," 14406968"," 14719847"," 14987447"," 15156166"," 15595589"," 15922529"," 16030902"," 16242089"," 16657520"," 16734853"," 17039415"," 17042447"," 17078290"," 16903084"," 16065213"," 15840654"," 15606398"," 15126379"," 15024782"," 15246736"," 15364614"," 15798482"
"2015F","US","MSICB"," 146106"," 163123"," 179038"," 94765"," 94782"," 92475"," 99239"," 92707"," 103412"," 96312"," 86030"," 86447"," 88586"," 109741"," 140628"," 189379"," 275101"," 311176"," 270685"," 250515"," 237520"," 209891"," 183988"," 164919"," 141602"," 142605"," 136757"," 137330"," 166542"," 153217"," 137835"," 152626"," 100062"," 94718"," 105852"," 97124"," 89032"," 97750"," 118986"," 111909"," 119206"," 124910"," 134183"," 125959"," 113422"," 112790"," 136032"," 133476"," 142031"," 151826"," 158700"," 164740"," 161581"," 171162"," 182742"," 188926"
"2015F","US","MSICP"," 25208"," 28144"," 30890"," 16350"," 16353"," 15955"," 17122"," 15995"," 17842"," 16617"," 14843"," 14915"," 15284"," 18934"," 24263"," 32674"," 47464"," 53688"," 46702"," 43222"," 40980"," 36213"," 31744"," 28454"," 24431"," 24604"," 23595"," 23694"," 28734"," 26435"," 23781"," 26333"," 17264"," 16342"," 18263"," 16757"," 15361"," 16865"," 20529"," 19308"," 20567"," 21551"," 23151"," 21732"," 19569"," 19460"," 23470"," 23029"," 24505"," 26195"," 27381"," 28423"," 27878"," 29531"," 31529"," 32596"
"2015F","US","NAICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 121280"," 203419"," 195717"," 167835"," 47882"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","NAICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 26251"," 44030"," 42363"," 36328"," 10364"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","NGACB"," 359223"," 390823"," 395883"," 437996"," 451204"," 517864"," 553293"," 593396"," 608008"," 648592"," 740413"," 761467"," 785598"," 745253"," 683746"," 594622"," 559039"," 543994"," 541177"," 612733"," 649919"," 659629"," 613917"," 505197"," 544748"," 520729"," 501058"," 537996"," 633494"," 649648"," 682744"," 621810"," 610580"," 646010"," 709703"," 727798"," 740468"," 789878"," 666552"," 675002"," 673616"," 655507"," 698694"," 627336"," 602590"," 624976"," 626779"," 665156"," 693744"," 716864"," 720931"," 736007"," 781761"," 888140"," 762235"," 735213"
"2015F","US","NGACP"," 347075"," 377607"," 382496"," 423783"," 435570"," 500524"," 535353"," 575752"," 590965"," 630962"," 722166"," 742592"," 766156"," 728177"," 668792"," 582963"," 548323"," 532669"," 530451"," 600964"," 634622"," 642326"," 596410"," 490041"," 528753"," 503764"," 485041"," 519172"," 613914"," 629308"," 660084"," 601672"," 589825"," 627163"," 688569"," 704920"," 717513"," 759798"," 644818"," 656941"," 654962"," 639501"," 681869"," 609763"," 586701"," 606909"," 607952"," 646020"," 673934"," 697435"," 702787"," 717761"," 760758"," 863107"," 735431"," 705594"
"2015F","US","NGCCB"," 1055930"," 1114539"," 1248901"," 1301641"," 1412030"," 1483348"," 1668682"," 2014729"," 2134287"," 2315795"," 2454632"," 2568948"," 2674113"," 2659984"," 2614155"," 2556170"," 2716794"," 2546850"," 2642124"," 2834037"," 2665735"," 2577502"," 2670767"," 2504620"," 2593947"," 2503330"," 2382601"," 2499090"," 2743691"," 2799728"," 2697844"," 2806642"," 2882823"," 2944305"," 2978127"," 3116504"," 3250942"," 3306403"," 3098129"," 3131943"," 3261417"," 3108603"," 3222670"," 3271427"," 3211021"," 3083117"," 2908370"," 3095322"," 3234984"," 3198538"," 3172591"," 3226216"," 2968399"," 3390846"," 3583689"," 3323400"
"2015F","US","NGCCP"," 1020222"," 1076849"," 1206668"," 1267783"," 1374717"," 1443648"," 1622740"," 1958970"," 2075736"," 2253206"," 2398510"," 2508977"," 2607982"," 2597037"," 2555617"," 2508293"," 2667740"," 2500793"," 2601106"," 2785961"," 2610893"," 2519789"," 2605520"," 2432546"," 2524246"," 2432382"," 2318333"," 2430065"," 2670468"," 2717722"," 2622721"," 2728581"," 2802751"," 2861569"," 2895013"," 3031077"," 3158244"," 3214912"," 2999491"," 3044658"," 3182469"," 3022712"," 3144170"," 3179493"," 3128972"," 2998920"," 2832030"," 3012904"," 3152530"," 3118593"," 3102595"," 3155321"," 2894923"," 3295298"," 3466307"," 3198799"
"2015F","US","NGEIB"," 1785129"," 1888996"," 2034783"," 2219740"," 2409105"," 2408483"," 2713021"," 2852698"," 3263255"," 3608770"," 4047608"," 4091837"," 4084865"," 3737666"," 3511446"," 3231601"," 3153102"," 3281850"," 3293224"," 3604419"," 3803559"," 3758745"," 3335052"," 2992082"," 3215002"," 3156898"," 2688540"," 2933713"," 2707892"," 3190947"," 3333026"," 3399114"," 3534751"," 3559399"," 3999649"," 4326582"," 3881836"," 4146566"," 4697507"," 4923553"," 5317691"," 5495837"," 5789323"," 5259181"," 5608613"," 6035810"," 6393820"," 7028340"," 6849356"," 7043916"," 7550276"," 7733627"," 9312820"," 8397689"," 8384516"," 9945330"
"2015F","US","NGEIP"," 1724762"," 1825117"," 1965974"," 2144473"," 2322896"," 2321101"," 2609949"," 2746352"," 3147909"," 3487642"," 3931860"," 3976018"," 3976914"," 3660172"," 3443428"," 3157669"," 3080868"," 3191200"," 3188363"," 3490523"," 3681595"," 3640154"," 3225518"," 2910767"," 3111342"," 3044083"," 2602370"," 2844051"," 2635613"," 3105183"," 3244619"," 3315925"," 3447871"," 3472982"," 3902546"," 4236526"," 3806901"," 4064803"," 4588284"," 4819531"," 5206324"," 5342301"," 5671897"," 5135215"," 5463763"," 5869145"," 6222100"," 6841408"," 6668379"," 6872533"," 7387184"," 7573863"," 9110793"," 8190756"," 8145982"," 9613370"
"2015F","US","NGICB"," 5973306"," 6169756"," 6450961"," 6764432"," 7125741"," 7350474"," 7810305"," 8064397"," 8620636"," 9220455"," 9497502"," 9850615"," 9880994"," 10451933"," 10022153"," 8570552"," 8803620"," 8685412"," 8604207"," 8583996"," 8409354"," 8280474"," 7144768"," 6831316"," 7464160"," 7096016"," 6713896"," 7343160"," 7720352"," 8149145"," 8519824"," 8636508"," 8995755"," 9128906"," 9201580"," 9678199"," 9998661"," 10109346"," 9882390"," 9438378"," 9550469"," 8673660"," 8865392"," 8509697"," 8573117"," 7930246"," 7881031"," 8097608"," 8102510"," 7628593"," 8302317"," 8501768"," 8822589"," 9131234"," 9450313"," 9451370"
