"Data_Status","State","MSN","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015"
"2015F","US","PATXP"," 3497625"," 3552368"," 3706735"," 3828050"," 3933095"," 4086836"," 4269847"," 4423248"," 4713147"," 4908903"," 5025787"," 5153064"," 5493421"," 5754522"," 5538840"," 5451036"," 5834489"," 6103275"," 6241187"," 6232441"," 5821335"," 5509256"," 5332420"," 5312560"," 5549840"," 5565571"," 5710384"," 5881627"," 6075551"," 6050759"," 5994278"," 5908699"," 6075207"," 6111022"," 6296721"," 6347526"," 6569120"," 6646895"," 6694420"," 6929335"," 7025691"," 6965864"," 7057148"," 7117324"," 7391819"," 7393288"," 7445413"," 7441502"," 7059870"," 6787689"," 6938570"," 6841947"," 6731263"," 6877507"," 6923522"," 7082126"
"2015F","US","PCCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 73"," 155"," 135"," 126"," 114"," 133"," 126"," 120"," 168"," 190"," 244"," 328"," 263"," 264"," 279"," 350"," 287"," 249"," 346"," 182"," 362"," 350"," 525"," 521"
"2015F","US","PCCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 12"," 26"," 22"," 21"," 19"," 22"," 21"," 20"," 28"," 32"," 40"," 54"," 46"," 46"," 49"," 61"," 50"," 43"," 60"," 32"," 63"," 61"," 92"," 91"
"2015F","US","PCEIB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 19169"," 18228"," 18894"," 15262"," 18826"," 2113"," 2050"," 2938"," 11996"," 8069"," 5397"," 4183"," 4498"," 7875"," 7576"," 6968"," 9418"," 10469"," 12319"," 15584"," 30367"," 29329"," 45006"," 78648"," 69717"," 80556"," 79571"," 101558"," 123554"," 112491"," 98641"," 103226"," 175176"," 174667"," 210811"," 231132"," 203043"," 162557"," 146391"," 131842"," 136595"," 138320"," 85054"," 122518"," 118155"," 111716"
"2015F","US","PCEIP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3182"," 3026"," 3136"," 2534"," 3125"," 351"," 340"," 488"," 1991"," 1339"," 896"," 694"," 747"," 1307"," 1258"," 1157"," 1563"," 1738"," 2045"," 2587"," 5041"," 4869"," 7471"," 13056"," 11573"," 13372"," 13209"," 16859"," 20510"," 18674"," 16375"," 17136"," 29080"," 28995"," 36861"," 40415"," 35503"," 28424"," 25597"," 23053"," 23884"," 24186"," 14872"," 21423"," 20660"," 19534"
"2015F","US","PCICB"," 328139"," 404415"," 425921"," 417602"," 424059"," 443529"," 443848"," 452583"," 459746"," 486920"," 445974"," 463072"," 512881"," 557958"," 505600"," 540336"," 534634"," 585812"," 550182"," 533260"," 516166"," 549230"," 540644"," 494894"," 537843"," 574576"," 580608"," 646412"," 674820"," 659990"," 714218"," 692647"," 797709"," 725298"," 723159"," 721294"," 756838"," 727410"," 858485"," 935764"," 796069"," 857569"," 842088"," 824694"," 937790"," 894996"," 938164"," 909986"," 870294"," 805147"," 694485"," 663238"," 717010"," 663707"," 653829"," 663572"
"2015F","US","PCICP"," 54472"," 67134"," 70704"," 69323"," 70395"," 73627"," 73680"," 75130"," 76319"," 80830"," 74033"," 76871"," 85140"," 92622"," 83931"," 89697"," 88751"," 97246"," 91332"," 88523"," 85685"," 91174"," 89748"," 82154"," 89283"," 95381"," 96383"," 107306"," 112022"," 109560"," 118562"," 114981"," 132422"," 120401"," 120046"," 119737"," 125637"," 120752"," 142511"," 155339"," 132149"," 142359"," 139789"," 136901"," 154975"," 147591"," 155056"," 150375"," 144051"," 132589"," 113194"," 107623"," 116912"," 107622"," 105829"," 107823"
"2015F","US","PCTCB"," 328139"," 404415"," 425921"," 417602"," 424059"," 443529"," 443848"," 452583"," 459746"," 486920"," 465143"," 481300"," 531775"," 573220"," 524425"," 542449"," 536684"," 588750"," 562178"," 541329"," 521564"," 553413"," 545142"," 502769"," 545419"," 581545"," 590027"," 656881"," 687140"," 675574"," 744584"," 721976"," 842788"," 804102"," 793011"," 801975"," 836523"," 829101"," 982165"," 1048375"," 894877"," 960985"," 1017508"," 999689"," 1148863"," 1126392"," 1141487"," 1072893"," 1016972"," 937237"," 831425"," 801741"," 802427"," 786575"," 772509"," 775809"
"2015F","US","PCTCP"," 54472"," 67134"," 70704"," 69323"," 70395"," 73627"," 73680"," 75130"," 76319"," 80830"," 77215"," 79897"," 88276"," 95156"," 87056"," 90048"," 89091"," 97734"," 93323"," 89862"," 86581"," 91868"," 90495"," 83461"," 90541"," 96538"," 97946"," 109044"," 114067"," 112147"," 123603"," 119850"," 139905"," 133483"," 131642"," 133130"," 138865"," 137633"," 163042"," 174033"," 148552"," 159526"," 168909"," 165951"," 191882"," 188052"," 190608"," 178860"," 169698"," 155686"," 137139"," 131841"," 131848"," 129106"," 126581"," 127448"
"2015F","US","PLICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 10126"," 33082"," 37563"," 5001"," 0"," 0"," 0"," 0","-60"," 135"," 130"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","PLICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1869"," 6106"," 6933"," 923"," 0"," 0"," 0"," 0","-11"," 25"," 24"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"2015F","US","PMTCB"," 19919338"," 20215055"," 21048828"," 21700007"," 22299563"," 23245693"," 24399546"," 25282218"," 26977892"," 28339388"," 29521609"," 30564026"," 32946992"," 34837435"," 33453660"," 32732323"," 35177782"," 37123980"," 37962821"," 37122274"," 34204520"," 31932211"," 30232235"," 30052215"," 31053237"," 30924732"," 32198268"," 32863734"," 34222797"," 34209285"," 33551626"," 32846036"," 33524965"," 33689838"," 34560456"," 34444162"," 35677200"," 36161317"," 36820506"," 37839293"," 38269666"," 38193573"," 38230239"," 38796186"," 40235692"," 40313445"," 39836323"," 39505247"," 36928819"," 34967951"," 35499684"," 34855537"," 34066101"," 34721231"," 34990209"," 35718284"
"2015F","US","POICB"," 1275698"," 1357067"," 1411888"," 1605405"," 1793559"," 1833156"," 1944973"," 2000715"," 2138791"," 2245999"," 2264217"," 2290420"," 2514202"," 2672174"," 2677559"," 2649372"," 2947824"," 3309950"," 3478041"," 3750757"," 3793746"," 2995257"," 2570314"," 2697378"," 2856684"," 2726186"," 2895962"," 3085073"," 3356906"," 3316127"," 3553549"," 3377923"," 3749120"," 3547062"," 3711318"," 3558112"," 3877959"," 4025611"," 3951080"," 4064302"," 3775438"," 3913898"," 3882240"," 4088726"," 4365570"," 4212747"," 4354325"," 4223121"," 3811015"," 3415978"," 3494494"," 3339301"," 3275082"," 3340979"," 3171908"," 3258575"
"2015F","US","POICP"," 213598"," 227205"," 236388"," 271560"," 306751"," 313410"," 334236"," 344165"," 368260"," 386644"," 389961"," 394288"," 432389"," 459283"," 461269"," 454994"," 507981"," 569667"," 599057"," 652659"," 664187"," 520574"," 444841"," 462512"," 499357"," 471886"," 499674"," 536663"," 582697"," 578165"," 619882"," 589285"," 657249"," 621591"," 650671"," 623751"," 681310"," 706654"," 693031"," 714394"," 665660"," 682884"," 677940"," 713117"," 761415"," 733417"," 753576"," 731986"," 659291"," 589222"," 603510"," 571937"," 561552"," 575707"," 545122"," 563233"
"2015F","US","POTCB"," 1275698"," 1357067"," 1411888"," 1605405"," 1793559"," 1833156"," 1944973"," 2000715"," 2138791"," 2245999"," 2283387"," 2308648"," 2533095"," 2687436"," 2696385"," 2651485"," 2949874"," 3312887"," 3490037"," 3758826"," 3799143"," 2999439"," 2574812"," 2705253"," 2864260"," 2733155"," 2905381"," 3095542"," 3369225"," 3331711"," 3583916"," 3407253"," 3794198"," 3625865"," 3781169"," 3638793"," 3957643"," 4127302"," 4074761"," 4176913"," 3874247"," 4017314"," 4057660"," 4263721"," 4576644"," 4444143"," 4557648"," 4386028"," 3957693"," 3548068"," 3631434"," 3477803"," 3360498"," 3463846"," 3290589"," 3370812"
"2015F","US","POTCP"," 213598"," 227205"," 236388"," 271560"," 306751"," 313410"," 334236"," 344165"," 368260"," 386644"," 393143"," 397314"," 435525"," 461817"," 464394"," 455345"," 508321"," 570155"," 601048"," 653998"," 665083"," 521268"," 445588"," 463819"," 500615"," 473043"," 501237"," 538401"," 584742"," 580752"," 624923"," 594154"," 664732"," 634673"," 662267"," 637144"," 694538"," 723535"," 713562"," 733088"," 682063"," 700051"," 707060"," 742167"," 798322"," 773878"," 789128"," 760471"," 684938"," 612319"," 627455"," 596155"," 576488"," 597191"," 565874"," 582858"
"2015F","US","POTXB"," 1275698"," 1357067"," 1411888"," 1605405"," 1793559"," 1833156"," 1944973"," 2000715"," 2138791"," 2245999"," 2264217"," 2290420"," 2514202"," 2672174"," 2677559"," 2649372"," 2947824"," 3309950"," 3478041"," 3750757"," 3793746"," 2995257"," 2570314"," 2697378"," 2856684"," 2726186"," 2895962"," 3085073"," 3356906"," 3316127"," 3553549"," 3377923"," 3749193"," 3547217"," 3711453"," 3558238"," 3878072"," 4025745"," 3951206"," 4064423"," 3775606"," 3914088"," 3882484"," 4089054"," 4365833"," 4213011"," 4354604"," 4223471"," 3811302"," 3416227"," 3494840"," 3339483"," 3275444"," 3341329"," 3172434"," 3259096"
"2015F","US","POTXP"," 213598"," 227205"," 236388"," 271560"," 306751"," 313410"," 334236"," 344165"," 368260"," 386644"," 389961"," 394288"," 432389"," 459283"," 461269"," 454994"," 507981"," 569667"," 599057"," 652659"," 664187"," 520574"," 444841"," 462512"," 499357"," 471886"," 499674"," 536663"," 582697"," 578165"," 619882"," 589285"," 657261"," 621617"," 650694"," 623772"," 681329"," 706676"," 693052"," 714414"," 665688"," 682915"," 677980"," 713172"," 761461"," 733463"," 753625"," 732047"," 659341"," 589266"," 603571"," 571969"," 561616"," 575768"," 545214"," 563324"
"2015F","US","PPICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 218341"," 206648"," 195842"," 231952"," 209004"," 205100"," 250316"," 294017"," 322545"," 332284"," 338729"," 337925"," 354992"," 328916"," 294012"," 364975"," 343160"," 263178"," 223844"," 220836"," 222444"," 196239"," 140106"," 179362"," 153047"," 127535"," 155500"," 54678"," 84421"," 94220"," 88390"," 160466"
"2015F","US","PPICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 47260"," 44729"," 42390"," 50206"," 45239"," 44394"," 54181"," 63640"," 69815"," 71923"," 73318"," 73144"," 76838"," 71194"," 63639"," 78999"," 74277"," 56965"," 48451"," 47800"," 48148"," 42476"," 30326"," 38823"," 33127"," 27605"," 33658"," 11835"," 18273"," 20394"," 19132"," 34733"
"2015F","US","RETCB"," 2928205"," 2952227"," 3117444"," 3096431"," 3225249"," 3395816"," 3432463"," 3690213"," 3772655"," 4094893"," 4070021"," 4262212"," 4382009"," 4410938"," 4741851"," 4687119"," 4727151"," 4208966"," 5005439"," 5122854"," 5424534"," 5417152"," 5980929"," 6495612"," 6438347"," 6084017"," 6111140"," 5624499"," 5456754"," 6234653"," 6041883"," 6067775"," 5820538"," 6079352"," 5987137"," 6559349"," 7012371"," 7011616"," 6491298"," 6514681"," 6104234"," 5162961"," 5723958"," 5942355"," 6071179"," 6220154"," 6602975"," 6476892"," 7134403"," 7565854"," 7996211"," 8884357"," 8587220"," 9067478"," 9369332"," 9252840"
"2015F","US","RFACB"," 843881"," 828607"," 789981"," 748563"," 777039"," 770271"," 779254"," 824109"," 805640"," 762929"," 760925"," 700765"," 645329"," 727316"," 696711"," 711075"," 823795"," 908481"," 989762"," 1228154"," 1398477"," 1218952"," 1019836"," 821015"," 806875"," 785534"," 869775"," 900496"," 919092"," 971126"," 1016003"," 1025918"," 1069971"," 901454"," 882585"," 910515"," 851305"," 711713"," 673713"," 665450"," 887541"," 585537"," 676811"," 570929"," 739508"," 837442"," 905678"," 993643"," 925922"," 790516"," 891980"," 776321"," 670521"," 581153"," 446537"," 463400"
"2015F","US","RFACP"," 134226"," 131797"," 125653"," 119065"," 123595"," 122518"," 123947"," 131081"," 128144"," 121350"," 121031"," 111463"," 102645"," 115686"," 110818"," 113102"," 131032"," 144502"," 157430"," 195348"," 222439"," 193885"," 162213"," 130589"," 128340"," 124946"," 138345"," 143232"," 146189"," 154466"," 161604"," 163181"," 170188"," 143384"," 140383"," 144825"," 135407"," 113204"," 107160"," 105845"," 141171"," 93135"," 107652"," 90811"," 117625"," 133202"," 144056"," 158047"," 147276"," 125738"," 141877"," 123480"," 106652"," 92437"," 71025"," 73708"
"2015F","US","RFCCB"," 558519"," 565035"," 568865"," 547975"," 542279"," 644937"," 686759"," 716701"," 701968"," 697653"," 714041"," 672466"," 644898"," 665407"," 593202"," 491678"," 567353"," 587980"," 531656"," 505011"," 564728"," 417288"," 398582"," 208397"," 265506"," 227694"," 289736"," 262508"," 263808"," 228108"," 229842"," 211928"," 189081"," 172717"," 171945"," 141481"," 137191"," 111242"," 85209"," 73302"," 91584"," 69857"," 79801"," 111119"," 122492"," 115829"," 75262"," 75388"," 71016"," 71280"," 61690"," 53746"," 31396"," 24403"," 7939"," 3972"
"2015F","US","RFCCP"," 88837"," 89874"," 90483"," 87160"," 86254"," 102583"," 109235"," 113997"," 111654"," 110968"," 113574"," 106961"," 102576"," 105839"," 94354"," 78206"," 90242"," 93523"," 84564"," 80326"," 89825"," 66373"," 63398"," 33147"," 42231"," 36217"," 46085"," 41754"," 41961"," 36282"," 36558"," 33709"," 30075"," 27472"," 27349"," 22504"," 21821"," 17694"," 13553"," 11659"," 14567"," 11111"," 12693"," 17674"," 19483"," 18424"," 11971"," 11991"," 11296"," 11338"," 9812"," 8549"," 4994"," 3881"," 1263"," 632"
"2015F","US","RFEIB"," 530442"," 535678"," 536810"," 560049"," 608775"," 693295"," 846471"," 967479"," 1124189"," 1484145"," 1957650"," 2277070"," 2768130"," 3226424"," 3037537"," 2937421"," 3232000"," 3614199"," 3698760"," 3097013"," 2459240"," 2073442"," 1473887"," 1439624"," 1190057"," 998244"," 1358976"," 1156878"," 1441777"," 1535151"," 1162562"," 1085292"," 872170"," 958645"," 869000"," 565973"," 628391"," 714634"," 1046960"," 958723"," 870834"," 1002803"," 658710"," 869363"," 879022"," 876462"," 360527"," 396624"," 240421"," 180955"," 154052"," 93065"," 76720"," 77225"," 95138"," 93861"
"2015F","US","RFEIP"," 84371"," 85204"," 85384"," 89081"," 96831"," 110274"," 134638"," 153886"," 178812"," 236066"," 311381"," 362187"," 440294"," 513190"," 483146"," 467221"," 514077"," 574869"," 588319"," 492606"," 391163"," 329798"," 234434"," 228984"," 189289"," 158779"," 216156"," 184011"," 229327"," 244179"," 184915"," 172625"," 138726"," 152481"," 138222"," 90023"," 99951"," 113669"," 166528"," 152493"," 138513"," 159504"," 104773"," 138279"," 139816"," 139409"," 57345"," 63086"," 38241"," 28782"," 24503"," 14803"," 12203"," 12283"," 15132"," 14929"
"2015F","US","RFICB"," 1584351"," 1520218"," 1535870"," 1531628"," 1558558"," 1582035"," 1625881"," 1590112"," 1569422"," 1594009"," 1623943"," 1618487"," 1761187"," 1857576"," 1728288"," 1509148"," 1821956"," 1936608"," 1715848"," 1655221"," 1349185"," 1081201"," 1046563"," 791428"," 888601"," 747516"," 736399"," 581593"," 545699"," 409536"," 411445"," 333899"," 386916"," 445909"," 418924"," 336729"," 335233"," 290639"," 229841"," 207473"," 240638"," 203252"," 190107"," 220441"," 248707"," 281385"," 239267"," 193240"," 194348"," 130139"," 120199"," 134927"," 69887"," 48227"," 40579"," 33857"
"2015F","US","RFICP"," 252004"," 241803"," 244293"," 243618"," 247902"," 251636"," 258610"," 252921"," 249630"," 253540"," 258302"," 257434"," 280131"," 295463"," 274899"," 240043"," 289797"," 308034"," 272920"," 263277"," 214599"," 171974"," 166465"," 125883"," 141339"," 118899"," 117131"," 92507"," 86798"," 65140"," 65444"," 53109"," 61542"," 70926"," 66633"," 53560"," 53322"," 46229"," 36558"," 33000"," 38275"," 32329"," 30238"," 35063"," 39559"," 44757"," 38057"," 30736"," 30913"," 20700"," 19119"," 21461"," 11116"," 7671"," 6454"," 5385"
"2015F","US","RFTCB"," 3517193"," 3449539"," 3431526"," 3388215"," 3486651"," 3690538"," 3938365"," 4098401"," 4201219"," 4538736"," 5056559"," 5268789"," 5819543"," 6476723"," 6055739"," 5649322"," 6445105"," 7047268"," 6936026"," 6485399"," 5771629"," 4790883"," 3938868"," 3260463"," 3151038"," 2758987"," 3254887"," 2901476"," 3170377"," 3143921"," 2819852"," 2657037"," 2518138"," 2478725"," 2342454"," 1954697"," 1952120"," 1828228"," 2035724"," 1904948"," 2090597"," 1861449"," 1605429"," 1771853"," 1989729"," 2111118"," 1580734"," 1658894"," 1431707"," 1172890"," 1227920"," 1058058"," 848525"," 731008"," 590192"," 595090"
"2015F","US","RFTCP"," 559439"," 548678"," 545813"," 538924"," 554581"," 587011"," 626430"," 651885"," 668239"," 721924"," 804288"," 838045"," 925647"," 1030177"," 963216"," 898572"," 1025148"," 1120927"," 1103233"," 1031557"," 918026"," 762030"," 626510"," 518604"," 501199"," 438840"," 517717"," 461504"," 504275"," 500067"," 448521"," 422624"," 400531"," 394262"," 372587"," 310911"," 310501"," 290795"," 323799"," 302998"," 332527"," 296079"," 255357"," 281828"," 316483"," 335791"," 251429"," 263861"," 227725"," 186558"," 195311"," 168293"," 134965"," 116273"," 93875"," 94654"
"2015F","US","RFTXB"," 2986751"," 2913860"," 2894716"," 2828166"," 2877876"," 2997243"," 3091894"," 3130922"," 3077029"," 3054591"," 3098909"," 2991719"," 3051413"," 3250299"," 3018202"," 2711901"," 3213105"," 3433069"," 3237266"," 3388386"," 3312389"," 2717441"," 2464981"," 1820840"," 1960981"," 1760743"," 1895911"," 1744598"," 1728600"," 1608770"," 1657290"," 1571745"," 1645968"," 1520080"," 1473454"," 1388725"," 1323729"," 1113594"," 988764"," 946225"," 1219763"," 858646"," 946719"," 902489"," 1110706"," 1234656"," 1220207"," 1262270"," 1191286"," 991935"," 1073868"," 964993"," 771805"," 653783"," 495054"," 501229"
"2015F","US","RFTXP"," 475068"," 463474"," 460429"," 449843"," 457750"," 476737"," 491792"," 497999"," 489427"," 485858"," 492907"," 475858"," 485353"," 516987"," 480070"," 431351"," 511071"," 546058"," 514914"," 538951"," 526863"," 432232"," 392076"," 289620"," 311910"," 280061"," 301561"," 277493"," 274948"," 255888"," 263606"," 249999"," 261805"," 241781"," 234365"," 220888"," 210550"," 177126"," 157271"," 150505"," 194014"," 136575"," 150584"," 143549"," 176667"," 196382"," 194084"," 200775"," 189484"," 157776"," 170808"," 153490"," 122762"," 103990"," 78743"," 79725"
"2015F","US","SFCCB",,,,,,,,,,,,,,,,,,,,," 34226"," 38971"," 34824"," 29860"," 27583"," 31795"," 29388"," 25420"," 25961"," 27662"," 30144"," 26901"," 27475"," 27945"," 26012"," 25928"," 26190"," 23513"," 22086"," 21365"," 20631"," 19351"," 15552"," 15997"," 14092"," 14321"," 14630"," 12932"," 13177"," 14574"," 13111"," 12555"," 11816"," 11854"," 13227"," 11968"
"2015F","US","SFEIB",,,,,,,,,,,,,,,,,,,,," 5720"," 5645"," 4427"," 4944"," 3982"," 4323"," 2443"," 4236"," 3805"," 4141"," 7227"," 8051"," 6626"," 7381"," 6810"," 6842"," 6168"," 6262"," 7812"," 7033"," 6654"," 7522"," 4329"," 2988"," 3369"," 5708"," 5622"," 6271"," 4248"," 4248"," 4201"," 3748"," 5525"," 3725"," 4168"," 5949"
"2015F","US","SFINB",,,,,,,,,,,,,,,,,,,,," 47554"," 56238"," 41474"," 41008"," 31970"," 39393"," 34843"," 33935"," 33230"," 34302"," 42194"," 38867"," 43742"," 42121"," 40156"," 39538"," 38436"," 38056"," 40420"," 37261"," 32036"," 31029"," 25475"," 25491"," 23098"," 23738"," 26420"," 26424"," 26183"," 27950"," 29960"," 28183"," 30065"," 25093"," 26746"," 28036"
"2015F","US","SFRCB",,,,,,,,,,,,,,,,,,,,," 69521"," 77957"," 67464"," 59918"," 49733"," 54001"," 48522"," 39301"," 39609"," 42508"," 45118"," 40902"," 41959"," 43602"," 39810"," 39663"," 40306"," 36992"," 33761"," 34779"," 32622"," 30004"," 23299"," 24352"," 20473"," 20900"," 20666"," 18677"," 18294"," 19522"," 18196"," 16726"," 15253"," 15545"," 17676"," 15416"
"2015F","US","SFTCB",,,,,,,,,,,,,,,,,,,,," 157020"," 178812"," 148189"," 135730"," 113267"," 129512"," 115195"," 102892"," 102605"," 108613"," 124684"," 114721"," 119801"," 121049"," 112788"," 111972"," 111099"," 104824"," 104079"," 100437"," 91943"," 87906"," 68655"," 68829"," 61032"," 64667"," 67339"," 64304"," 61902"," 66294"," 65468"," 61212"," 62660"," 56218"," 61817"," 61369"
"2015F","US","SGICB"," 776880"," 765222"," 784974"," 777588"," 787542"," 811770"," 812754"," 840204"," 898776"," 962178"," 983430"," 941802"," 1025958"," 1060548"," 1054344"," 1052106"," 1083996"," 1147542"," 1200168"," 1230414"," 1184532"," 1195638"," 1168278"," 1149312"," 1158882"," 1203396"," 1403796"," 1407174"," 1472106"," 1491948"," 1473210"," 1426554"," 1446960"," 1430190"," 1439406"," 1417452"," 1437090"," 1447104"," 1437234"," 1437120"," 1448190"," 1466592"," 1461102"," 1536306"," 1546134"," 1497084"," 1553358"," 1526856"," 1470300"," 1455018"," 1471812"," 1486974"," 1480818"," 1537296"," 1516944"," 1495026"
"2015F","US","SGICP"," 129480"," 127537"," 130829"," 129598"," 131257"," 135295"," 135459"," 140034"," 149796"," 160363"," 163905"," 156967"," 170993"," 176758"," 175724"," 175351"," 180666"," 191257"," 200028"," 205069"," 197422"," 199273"," 194713"," 191552"," 193147"," 200566"," 233966"," 234529"," 245351"," 248658"," 245535"," 237759"," 241160"," 238365"," 239901"," 236242"," 239515"," 241184"," 239539"," 239520"," 241365"," 244432"," 243517"," 256051"," 257689"," 249514"," 258893"," 254476"," 245050"," 242503"," 245302"," 247829"," 246803"," 256216"," 252824"," 249171"
"2015F","US","SNICB"," 0"," 0"," 0"," 0"," 144588"," 156532"," 158810"," 132265"," 141733"," 155330"," 164735"," 156191"," 167233"," 169143"," 167810"," 144268"," 158012"," 164756"," 198122"," 200626"," 192906"," 141790"," 132024"," 155126"," 207364"," 159445"," 129878"," 144792"," 114050"," 107311"," 107091"," 87988"," 104566"," 104582"," 81050"," 70822"," 74543"," 72265"," 107274"," 145396"," 97377"," 78489"," 102394"," 80483"," 51037"," 62514"," 70050"," 78038"," 84886"," 46172"," 26104"," 22614"," 14715"," 100016"," 106120"," 99266"
"2015F","US","SNICP"," 0"," 0"," 0"," 0"," 27551"," 29827"," 30261"," 25203"," 27007"," 29598"," 31390"," 29762"," 31866"," 32230"," 31976"," 27490"," 30109"," 31394"," 37752"," 38229"," 36758"," 27018"," 25157"," 29559"," 39513"," 30382"," 24748"," 27590"," 21732"," 20448"," 20406"," 16766"," 19925"," 19928"," 15444"," 13495"," 14204"," 13770"," 20441"," 27705"," 18555"," 14956"," 19511"," 15336"," 9725"," 11912"," 13348"," 14870"," 16175"," 8798"," 4974"," 4309"," 2804"," 19058"," 20221"," 18915"
"2015F","US","SOCCB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 154"," 174"," 195"," 213"," 233"," 261"," 298"," 343"," 379"," 429"," 500"," 566"," 693"," 808"," 940"," 1151"," 1724"," 2495"," 3510"," 5625"," 7488"," 11477"," 19400"," 31609"," 41242"," 52459"," 56899"
"2015F","US","SOCCP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 15"," 17"," 19"," 21"," 23"," 25"," 29"," 33"," 37"," 42"," 49"," 55"," 67"," 79"," 93"," 115"," 172"," 252"," 355"," 571"," 767"," 1176"," 1997"," 3322"," 4323"," 5516"," 6106"
"2015F","US","SOEGB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 55"," 111"," 147"," 109"," 94"," 2614"," 3818"," 4923"," 4133"," 4767"," 5020"," 5123"," 5389"," 5221"," 5124"," 5063"," 5033"," 5608"," 5644"," 5407"," 5761"," 5502"," 5036"," 6047"," 8516"," 8697"," 11762"," 16782"," 39625"," 83240"," 164562"," 227901"
"2015F","US","SOEGP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 5"," 11"," 14"," 10"," 9"," 251"," 367"," 472"," 400"," 462"," 487"," 497"," 521"," 511"," 502"," 495"," 493"," 543"," 555"," 534"," 575"," 550"," 508"," 612"," 864"," 891"," 1206"," 1727"," 4164"," 8724"," 17304"," 24456"
"2015F","US","SOICB"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 34"," 39"," 43"," 47"," 51"," 58"," 66"," 76"," 84"," 95"," 111"," 125"," 153"," 179"," 208"," 255"," 382"," 552"," 777"," 1245"," 1658"," 2549"," 4181"," 6822"," 8676"," 10992"," 13722"
"2015F","US","SOICP"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 4"," 4"," 5"," 5"," 6"," 6"," 7"," 8"," 9"," 11"," 12"," 15"," 18"," 21"," 25"," 38"," 56"," 79"," 126"," 170"," 261"," 430"," 717"," 909"," 1156"," 1472"
